,Type,Days for shipment (scheduled),Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount Rate,Order Item Quantity,Sales,Order Region,Order State,Product Name,Shipping Mode,Year,Month
119,TRANSFER,4,Indoor/Outdoor Games,Flushing,EE. UU.,Consumer,NY,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.159999996,1,49.97999954,Caribbean,Santo Domingo,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
120,TRANSFER,4,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,São Benedito,Brasil,0.039999999,1,299.980011,South America,Ceará,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
121,TRANSFER,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,São Benedito,Brasil,0.050000001,2,119.9800034,South America,Ceará,Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
122,TRANSFER,4,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,São Benedito,Brasil,0.01,1,129.9900055,South America,Ceará,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
123,TRANSFER,4,Camping & Hiking,Peabody,EE. UU.,Consumer,MA,Fan Shop,LATAM,Medellín,Colombia,0.029999999,1,299.980011,South America,Antioquía,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
124,TRANSFER,4,Men's Footwear,Peabody,EE. UU.,Consumer,MA,Apparel,LATAM,Medellín,Colombia,0.0,1,129.9900055,South America,Antioquía,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
125,CASH,4,Fishing,Ontario,EE. UU.,Consumer,CA,Fan Shop,LATAM,Toluca,México,0.059999999,1,399.980011,Central America,México,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
126,CASH,4,Women's Apparel,Ontario,EE. UU.,Consumer,CA,Golf,LATAM,Toluca,México,0.180000007,1,50.0,Central America,México,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
127,PAYMENT,4,Indoor/Outdoor Games,Wheeling,EE. UU.,Consumer,WV,Fan Shop,LATAM,Tegucigalpa,Honduras,0.059999999,5,249.8999939,Central America,Francisco Morazán,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
128,PAYMENT,4,Indoor/Outdoor Games,Wheeling,EE. UU.,Consumer,WV,Fan Shop,LATAM,Tegucigalpa,Honduras,0.100000001,3,149.9400024,Central America,Francisco Morazán,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
130,DEBIT,4,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.059999999,1,199.9900055,Caribbean,Santo Domingo,Pelican Sunstream 100 Kayak,Standard Class,2015,1
131,DEBIT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.129999995,4,199.9199982,Caribbean,Santo Domingo,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
129,DEBIT,4,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.02,1,299.980011,Caribbean,Santo Domingo,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
132,CASH,4,Men's Footwear,Del Rio,EE. UU.,Consumer,TX,Apparel,LATAM,Santo Domingo,República Dominicana,0.25,1,129.9900055,Caribbean,Santo Domingo,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
133,CASH,4,Cleats,Del Rio,EE. UU.,Consumer,TX,Apparel,LATAM,Santo Domingo,República Dominicana,0.150000006,3,179.9700012,Caribbean,Santo Domingo,Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
134,CASH,4,Cleats,Del Rio,EE. UU.,Consumer,TX,Apparel,LATAM,Santo Domingo,República Dominicana,0.039999999,2,119.9800034,Caribbean,Santo Domingo,Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
135,CASH,4,Electronics,Del Rio,EE. UU.,Consumer,TX,Outdoors,LATAM,Santo Domingo,República Dominicana,0.090000004,4,207.9600067,Caribbean,Santo Domingo,Titleist Pro V1 High Numbers Personalized Gol,Standard Class,2015,1
136,PAYMENT,4,Golf Gloves,Rio Grande,Puerto Rico,Home Office,PR,Outdoors,LATAM,Tulancingo,México,0.119999997,2,19.97999954,Central America,Hidalgo,Clicgear 8.0 Shoe Brush,Standard Class,2015,1
137,PAYMENT,4,Women's Apparel,Rio Grande,Puerto Rico,Home Office,PR,Golf,LATAM,Tulancingo,México,0.170000002,1,50.0,Central America,Hidalgo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
138,PAYMENT,4,Water Sports,Rio Grande,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Tulancingo,México,0.050000001,1,199.9900055,Central America,Hidalgo,Pelican Sunstream 100 Kayak,Standard Class,2015,1
139,PAYMENT,4,Men's Footwear,Rio Grande,Puerto Rico,Home Office,PR,Apparel,LATAM,Tulancingo,México,0.200000003,1,129.9900055,Central America,Hidalgo,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
140,PAYMENT,4,Fishing,Rio Grande,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Tulancingo,México,0.050000001,1,399.980011,Central America,Hidalgo,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
144,PAYMENT,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Panama City,Panamá,0.129999995,1,59.99000168,Central America,Panamá,Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
141,PAYMENT,4,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Panama City,Panamá,0.01,1,299.980011,Central America,Panamá,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
142,PAYMENT,4,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Panama City,Panamá,0.039999999,1,199.9900055,Central America,Panamá,Pelican Sunstream 100 Kayak,Standard Class,2015,1
143,PAYMENT,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Panama City,Panamá,0.150000006,1,59.99000168,Central America,Panamá,Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
147,CASH,2,Cardio Equipment,Hialeah,EE. UU.,Consumer,FL,Footwear,LATAM,La Paz,México,0.039999999,4,399.9599915,Central America,Baja California Sur,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,1
146,CASH,2,Cleats,Hialeah,EE. UU.,Consumer,FL,Apparel,LATAM,La Paz,México,0.02,2,119.9800034,Central America,Baja California Sur,Perfect Fitness Perfect Rip Deck,Second Class,2015,1
145,CASH,2,Cleats,Hialeah,EE. UU.,Consumer,FL,Apparel,LATAM,La Paz,México,0.029999999,2,119.9800034,Central America,Baja California Sur,Perfect Fitness Perfect Rip Deck,Second Class,2015,1
148,CASH,4,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Lençóis Paulista,Brasil,0.029999999,1,399.980011,South America,São Paulo,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
149,CASH,4,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Lençóis Paulista,Brasil,0.0,1,299.980011,South America,São Paulo,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
150,CASH,4,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Lençóis Paulista,Brasil,0.039999999,1,399.980011,South America,São Paulo,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
151,CASH,4,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Lençóis Paulista,Brasil,0.159999996,1,50.0,South America,São Paulo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
152,DEBIT,4,Indoor/Outdoor Games,Augusta,EE. UU.,Consumer,GA,Fan Shop,LATAM,Tegucigalpa,Honduras,0.090000004,2,99.95999908,Central America,Francisco Morazán,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
153,DEBIT,4,Fishing,Augusta,EE. UU.,Consumer,GA,Fan Shop,LATAM,Tegucigalpa,Honduras,0.01,1,399.980011,Central America,Francisco Morazán,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
154,DEBIT,4,Fishing,Augusta,EE. UU.,Consumer,GA,Fan Shop,LATAM,Tegucigalpa,Honduras,0.02,1,399.980011,Central America,Francisco Morazán,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
155,PAYMENT,1,Cleats,Elgin,EE. UU.,Home Office,IL,Apparel,LATAM,Madero,México,0.119999997,1,59.99000168,Central America,Tamaulipas,Perfect Fitness Perfect Rip Deck,First Class,2015,1
156,PAYMENT,1,Women's Apparel,Elgin,EE. UU.,Home Office,IL,Golf,LATAM,Madero,México,0.150000006,1,50.0,Central America,Tamaulipas,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1
157,PAYMENT,1,Women's Apparel,Elgin,EE. UU.,Home Office,IL,Golf,LATAM,Madero,México,0.150000006,4,200.0,Central America,Tamaulipas,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1
158,PAYMENT,1,Cardio Equipment,Elgin,EE. UU.,Home Office,IL,Footwear,LATAM,Madero,México,0.039999999,2,199.9799957,Central America,Tamaulipas,Nike Men's Free 5.0+ Running Shoe,First Class,2015,1
159,PAYMENT,1,Women's Apparel,Elgin,EE. UU.,Home Office,IL,Golf,LATAM,Madero,México,0.159999996,3,150.0,Central America,Tamaulipas,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1
160,DEBIT,1,Camping & Hiking,Antioch,EE. UU.,Consumer,TN,Fan Shop,LATAM,Madero,México,0.25,1,299.980011,Central America,Tamaulipas,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,1
164,DEBIT,4,Men's Footwear,Jersey City,EE. UU.,Consumer,NJ,Apparel,LATAM,La Ceiba,Honduras,0.170000002,1,129.9900055,Central America,Atlántida,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
163,DEBIT,4,Men's Footwear,Jersey City,EE. UU.,Consumer,NJ,Apparel,LATAM,La Ceiba,Honduras,0.180000007,1,129.9900055,Central America,Atlántida,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
161,DEBIT,4,Camping & Hiking,Jersey City,EE. UU.,Consumer,NJ,Fan Shop,LATAM,La Ceiba,Honduras,0.200000003,1,299.980011,Central America,Atlántida,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
162,DEBIT,4,Cleats,Jersey City,EE. UU.,Consumer,NJ,Apparel,LATAM,La Ceiba,Honduras,0.01,2,119.9800034,Central America,Atlántida,Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
165,DEBIT,4,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Guantánamo,Cuba,0.150000006,3,150.0,Caribbean,Guantánamo,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
166,TRANSFER,4,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Guantánamo,Cuba,0.180000007,1,299.980011,Caribbean,Guantánamo,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
167,TRANSFER,4,Cleats,Santa Ana,EE. UU.,Consumer,CA,Apparel,LATAM,Bello,Colombia,0.129999995,4,239.9600067,South America,Antioquía,Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
168,PAYMENT,4,Water Sports,Jersey City,EE. UU.,Consumer,NJ,Fan Shop,LATAM,Bello,Colombia,0.029999999,1,199.9900055,South America,Antioquía,Pelican Sunstream 100 Kayak,Standard Class,2015,1
169,PAYMENT,4,Men's Footwear,Jersey City,EE. UU.,Consumer,NJ,Apparel,LATAM,Bello,Colombia,0.159999996,1,129.9900055,South America,Antioquía,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
170,PAYMENT,4,Camping & Hiking,Jersey City,EE. UU.,Consumer,NJ,Fan Shop,LATAM,Bello,Colombia,0.170000002,1,299.980011,South America,Antioquía,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
171,DEBIT,4,Cardio Equipment,Piscataway,EE. UU.,Home Office,NJ,Footwear,LATAM,Abreu e Lima,Brasil,0.0,5,499.9500122,South America,Pernambuco,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,1
172,DEBIT,4,Shop By Sport,Piscataway,EE. UU.,Home Office,NJ,Golf,LATAM,Abreu e Lima,Brasil,0.159999996,1,39.99000168,South America,Pernambuco,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,1
173,DEBIT,4,Cleats,Piscataway,EE. UU.,Home Office,NJ,Apparel,LATAM,Abreu e Lima,Brasil,0.0,2,119.9800034,South America,Pernambuco,Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
177,DEBIT,4,Shop By Sport,Salt Lake City,EE. UU.,Home Office,UT,Golf,LATAM,Santo Domingo,República Dominicana,0.01,2,79.98000336,Caribbean,Santo Domingo,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,1
176,DEBIT,4,Water Sports,Salt Lake City,EE. UU.,Home Office,UT,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.02,1,199.9900055,Caribbean,Santo Domingo,Pelican Sunstream 100 Kayak,Standard Class,2015,1
174,DEBIT,4,Electronics,Salt Lake City,EE. UU.,Home Office,UT,Outdoors,LATAM,Santo Domingo,República Dominicana,0.02,2,63.97999954,Caribbean,Santo Domingo,Bridgestone e6 Straight Distance NFL Carolina,Standard Class,2015,1
175,DEBIT,4,Girls' Apparel,Salt Lake City,EE. UU.,Home Office,UT,Golf,LATAM,Santo Domingo,República Dominicana,0.07,3,119.9700012,Caribbean,Santo Domingo,TYR Boys' Team Digi Jammer,Standard Class,2015,1
178,PAYMENT,4,Men's Footwear,Virginia Beach,EE. UU.,Consumer,VA,Apparel,LATAM,Monterrey,México,0.150000006,1,129.9900055,Central America,Nuevo León,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
179,PAYMENT,4,Indoor/Outdoor Games,Virginia Beach,EE. UU.,Consumer,VA,Fan Shop,LATAM,Monterrey,México,0.039999999,5,249.8999939,Central America,Nuevo León,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
180,PAYMENT,4,Indoor/Outdoor Games,Virginia Beach,EE. UU.,Consumer,VA,Fan Shop,LATAM,Monterrey,México,0.029999999,5,249.8999939,Central America,Nuevo León,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
181,PAYMENT,4,Cardio Equipment,Virginia Beach,EE. UU.,Consumer,VA,Footwear,LATAM,Monterrey,México,0.029999999,4,399.9599915,Central America,Nuevo León,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,1
182,PAYMENT,4,Indoor/Outdoor Games,Virginia Beach,EE. UU.,Consumer,VA,Fan Shop,LATAM,Monterrey,México,0.050000001,5,249.8999939,Central America,Nuevo León,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
183,PAYMENT,4,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Monterrey,México,0.25,2,119.9800034,Central America,Nuevo León,Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
184,PAYMENT,4,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Monterrey,México,0.0,1,399.980011,Central America,Nuevo León,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
185,PAYMENT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Monterrey,México,0.129999995,4,200.0,Central America,Nuevo León,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
186,PAYMENT,4,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Monterrey,México,0.129999995,1,129.9900055,Central America,Nuevo León,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
187,PAYMENT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Monterrey,México,0.129999995,1,50.0,Central America,Nuevo León,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
192,PAYMENT,4,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Lima,Perú,0.119999997,1,129.9900055,South America,Lima (ciudad),Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
191,PAYMENT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Lima,Perú,0.07,2,100.0,South America,Lima (ciudad),Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
190,PAYMENT,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Lima,Perú,0.159999996,5,299.9500122,South America,Lima (ciudad),Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
189,PAYMENT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Lima,Perú,0.07,2,99.95999908,South America,Lima (ciudad),O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
188,PAYMENT,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Lima,Perú,0.170000002,1,99.98999786,South America,Lima (ciudad),Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,1
193,TRANSFER,4,Shop By Sport,Morrisville,EE. UU.,Consumer,PA,Golf,LATAM,San Miguelito,Panamá,0.150000006,5,199.9499969,Central America,Panamá,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,1
194,TRANSFER,4,Shop By Sport,Morrisville,EE. UU.,Consumer,PA,Golf,LATAM,San Miguelito,Panamá,0.059999999,3,119.9700012,Central America,Panamá,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,1
195,TRANSFER,4,Indoor/Outdoor Games,Morrisville,EE. UU.,Consumer,PA,Fan Shop,LATAM,San Miguelito,Panamá,0.119999997,4,199.9199982,Central America,Panamá,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
196,TRANSFER,4,Men's Footwear,Morrisville,EE. UU.,Consumer,PA,Apparel,LATAM,San Miguelito,Panamá,0.100000001,1,129.9900055,Central America,Panamá,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
197,DEBIT,4,Water Sports,San Francisco,EE. UU.,Corporate,CA,Fan Shop,LATAM,San Miguelito,Panamá,0.01,1,199.9900055,Central America,Panamá,Pelican Sunstream 100 Kayak,Standard Class,2015,1
198,TRANSFER,2,Fishing,Pompano Beach,EE. UU.,Corporate,FL,Fan Shop,LATAM,Mexico City,México,0.25,1,399.980011,Central America,Distrito Federal,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,1
199,TRANSFER,2,Shop By Sport,Pompano Beach,EE. UU.,Corporate,FL,Golf,LATAM,Mexico City,México,0.129999995,5,199.9499969,Central America,Distrito Federal,Under Armour Girls' Toddler Spine Surge Runni,Second Class,2015,1
200,TRANSFER,2,Water Sports,Pompano Beach,EE. UU.,Corporate,FL,Fan Shop,LATAM,Mexico City,México,0.0,1,199.9900055,Central America,Distrito Federal,Pelican Sunstream 100 Kayak,Second Class,2015,1
201,TRANSFER,2,Women's Apparel,Pompano Beach,EE. UU.,Corporate,FL,Golf,LATAM,Mexico City,México,0.119999997,4,200.0,Central America,Distrito Federal,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2015,1
202,TRANSFER,2,Cardio Equipment,Pompano Beach,EE. UU.,Corporate,FL,Footwear,LATAM,Mexico City,México,0.25,5,499.9500122,Central America,Distrito Federal,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,1
203,CASH,4,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Piedras Negras,México,0.050000001,3,119.9700012,Central America,Coahuila,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,1
205,DEBIT,4,Men's Footwear,Lakewood,EE. UU.,Consumer,NJ,Apparel,LATAM,Piedras Negras,México,0.090000004,1,129.9900055,Central America,Coahuila,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
204,DEBIT,4,Indoor/Outdoor Games,Lakewood,EE. UU.,Consumer,NJ,Fan Shop,LATAM,Piedras Negras,México,0.090000004,3,149.9400024,Central America,Coahuila,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
206,DEBIT,1,Cleats,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Tijuana,México,0.150000006,5,299.9500122,Central America,Baja California,Perfect Fitness Perfect Rip Deck,First Class,2015,1
207,DEBIT,1,Fishing,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Tijuana,México,0.200000003,1,399.980011,Central America,Baja California,Field & Stream Sportsman 16 Gun Fire Safe,First Class,2015,1
208,DEBIT,2,Indoor/Outdoor Games,Brooklyn,EE. UU.,Home Office,NY,Fan Shop,LATAM,Tijuana,México,0.100000001,4,199.9199982,Central America,Baja California,O'Brien Men's Neoprene Life Vest,Second Class,2015,1
209,PAYMENT,2,Golf Gloves,San Jose,EE. UU.,Consumer,CA,Outdoors,LATAM,Chihuahua,México,0.059999999,4,99.95999908,Central America,Chihuahua,Bag Boy Beverage Holder,Second Class,2015,1
210,TRANSFER,4,Shop By Sport,Kent,EE. UU.,Consumer,WA,Golf,LATAM,Chihuahua,México,0.02,4,159.9600067,Central America,Chihuahua,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,1
211,TRANSFER,4,Indoor/Outdoor Games,Kent,EE. UU.,Consumer,WA,Fan Shop,LATAM,Chihuahua,México,0.129999995,1,49.97999954,Central America,Chihuahua,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
212,TRANSFER,4,Men's Footwear,Kent,EE. UU.,Consumer,WA,Apparel,LATAM,Chihuahua,México,0.07,1,129.9900055,Central America,Chihuahua,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
213,TRANSFER,4,Fishing,Kent,EE. UU.,Consumer,WA,Fan Shop,LATAM,Chihuahua,México,0.180000007,1,399.980011,Central America,Chihuahua,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
214,DEBIT,1,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Chihuahua,México,0.119999997,5,199.9499969,Central America,Chihuahua,Under Armour Girls' Toddler Spine Surge Runni,First Class,2015,1
216,TRANSFER,2,Camping & Hiking,Brighton,EE. UU.,Corporate,MA,Fan Shop,LATAM,Natal,Brasil,0.159999996,1,299.980011,South America,Río Grande del Norte,Diamondback Women's Serene Classic Comfort Bi,Second Class,2015,1
217,TRANSFER,2,Men's Footwear,Brighton,EE. UU.,Corporate,MA,Apparel,LATAM,Natal,Brasil,0.059999999,1,129.9900055,South America,Río Grande del Norte,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,1
215,TRANSFER,2,Indoor/Outdoor Games,Brighton,EE. UU.,Corporate,MA,Fan Shop,LATAM,Natal,Brasil,0.050000001,2,99.95999908,South America,Río Grande del Norte,O'Brien Men's Neoprene Life Vest,Second Class,2015,1
218,TRANSFER,2,Accessories,Loveland,EE. UU.,Corporate,OH,Outdoors,LATAM,Natal,Brasil,0.25,5,124.9499969,South America,Río Grande del Norte,Team Golf San Francisco Giants Putter Grip,Second Class,2015,1
219,DEBIT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Estelí,Nicaragua,0.059999999,2,100.0,Central America,Estelí,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
220,DEBIT,4,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Estelí,Nicaragua,0.050000001,1,129.9900055,Central America,Estelí,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
221,PAYMENT,2,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Santo Domingo,República Dominicana,0.200000003,5,499.9500122,Caribbean,Santo Domingo,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,1
222,PAYMENT,2,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Santo Domingo,República Dominicana,0.25,1,199.9900055,Caribbean,Santo Domingo,Pelican Sunstream 100 Kayak,Second Class,2015,1
